motif,oxidation,barrier,renewal,copper_yield,tof,size,states,residual,oxygen_balance_error,sulfur_balance_error,oxygen_coverage,sulfate_coverage,bare_coverage
square,39120.0,0.95,10000.0,0.004918726528026096,49.18726528026096,4,842,3.433452592536923e-11,1.944044925039634e-11,-7.51469997339882e-11,0.15415081720260038,0.11086979996521182,0.20358306188925085
single,39120.0,1.45,0.01,0.0,0.0,1,3,9.897936607319336e-12,-7.220652596890212e-12,-7.275957614183426e-12,0.0,0.0,2.5562365635334316e-07
pair,39120.0,1.45,0.01,0.0,0.0,2,10,4.8756956902644e-12,4.715608979688479e-12,9.015455049166121e-12,0.9999222425954724,0.0,2.55623656605941e-07
path3,39120.0,1.45,0.01,27.864343310933464,0.27864343310933465,3,94,1.2881888276562892e-11,-2.187083847360327e-11,8.1512574467979e-12,0.481021711243129,0.26038018568093946,2.556236563527155e-07
triangle,39120.0,1.45,0.01,32.66141426781762,0.32661414267817623,3,127,4.075403574653503e-11,9.517941990111467e-13,-4.165767730768266e-11,0.6932637751847014,0.30520673017408473,2.5562365653792017e-07
path4,39120.0,1.45,0.01,28.042835921557113,0.28042835921557113,4,679,1.0786999480134781e-10,1.6748824549495112e-12,1.1035639069234549e-10,0.5388997870238305,0.2620481216046967,2.556236565379201e-07
star4,39120.0,1.45,0.01,35.56133371238896,0.3556133371238896,4,740,1.8862709636183494e-10,-8.535394613318203e-13,2.112090502492947e-10,0.2656685599963449,0.33230521784723066,2.556236565379201e-07
square,39120.0,1.45,0.01,44.277106107301854,0.44277106107301856,4,842,2.527591449803089e-10,2.3936408410918375e-12,2.501061580062469e-10,0.4069253491817554,0.41375032525646194,2.5562365653792017e-07
single,39120.0,1.45,0.03162277660168379,0.0,0.0,1,3,5.1063402894869856e-12,-3.989425001287017e-12,0.0,0.0,0.0,8.083525315782936e-07
pair,39120.0,1.45,0.03162277660168379,0.0,0.0,2,10,5.074596730463234e-12,7.797606310644412e-12,2.831068712794149e-12,0.9999159353764526,0.0,8.083525317895269e-07
path3,39120.0,1.45,0.03162277660168379,19.18504372491745,0.6066843518066,3,94,9.950477955347714e-12,-2.2031265700661606e-11,-4.8832049515112885e-12,0.6435006145019662,0.17927590080793693,8.083525315077931e-07
triangle,39120.0,1.45,0.03162277660168379,27.575600751456495,0.8720170622205324,3,127,3.4356269334519475e-11,9.14823772291129e-13,3.341993348726646e-11,0.7408959893874401,0.2576820118370736,8.083525316802728e-07
path4,39120.0,1.45,0.03162277660168379,21.10439907112726,0.6673796971390403,4,679,1.0086680026865193e-11,-3.4372504842394846e-13,-2.7289281945286348e-12,0.655620127731299,0.19721144283311776,8.083525316802723e-07
star4,39120.0,1.45,0.03162277660168379,29.59635150750828,0.9359188119468417,4,740,1.3409230066475627e-11,-6.588063428125679e-12,-2.8565150245185578e-11,0.38357676266386376,0.27656505001150977,8.083525316802724e-07
square,39120.0,1.45,0.03162277660168379,33.263272988721674,1.0518770507631683,4,842,4.374086745575807e-11,-8.917311333789257e-13,-4.836131495267182e-12,0.5822132641586144,0.31083083851084997,8.083525316802724e-07
single,39120.0,1.45,0.1,0.0,0.0,1,3,3.4253126062291134e-12,3.425318188809978e-12,0.0,0.0,0.0,2.5562306845694494e-06
pair,39120.0,1.45,0.1,0.0,0.0,2,10,5.877683334734666e-12,3.0864547029274547e-12,9.523049016024743e-12,0.9998959906605176,0.0,2.5562306845148348e-06
path3,39120.0,1.45,0.1,10.443200991102685,1.0443200991102686,3,94,2.077343328066859e-11,3.2313707265529956e-11,8.332889933626575e-12,0.8071106680809835,0.09758717736350153,2.5562306847865668e-06
triangle,39120.0,1.45,0.1,19.099276161496473,1.9099276161496472,3,127,1.8504630953544682e-11,-6.403766406037903e-13,-1.0892620139202336e-11,0.8202529364400546,0.1784744401502621,2.55623068448189e-06
path4,39120.0,1.45,0.1,12.54331734967303,1.254331734967303,4,679,5.5909869332898275e-11,6.128431095930864e-13,-5.7275073572782276e-11,0.7971681511354282,0.11721185257032148,2.556230684481889e-06
star4,39120.0,1.45,0.1,21.4478889979949,2.14478889979949,4,740,1.8080932838663453e-10,-5.050182494414912e-12,1.5485568383155623e-10,0.5489593776527504,0.20042120702845367,2.5562306844818894e-06
square,39120.0,1.45,0.1,20.230554528354816,2.023055452835482,4,842,2.2574840873997048e-10,2.7124968937641825e-12,2.2167689905927546e-10,0.7691181496979698,0.1890457451292059,2.556230684481889e-06
single,39120.0,1.45,0.31622776601683794,0.0,0.0,1,3,9.847452466842757e-12,-9.847448377564572e-12,-7.275957614183426e-12,0.0,0.0,8.083466507935455e-06
pair,39120.0,1.45,0.31622776601683794,0.0,0.0,2,10,4.8584257850627765e-12,3.928773972816657e-12,-2.155609024612204e-12,0.9998329245492092,0.0,8.08346650824507e-06
path3,39120.0,1.45,0.31622776601683794,5.388013091912706,1.7038393433250307,3,94,5.494619406180615e-11,-4.476596870972571e-11,-5.660361068748898e-12,0.9015718638781182,0.05034864211498578,8.083466507830786e-06
triangle,39120.0,1.45,0.31622776601683794,11.060058097427657,3.497497464165987,3,127,4.8687798243864326e-11,-3.623767952376511e-13,4.9041659622162115e-11,0.8953782439477039,0.10335143909524686,8.083466508187176e-06
path4,39120.0,1.45,0.31622776601683794,6.441506970763087,2.0369833591463,4,679,3.949241176876289e-11,-9.183764859699295e-13,2.5655921831457817e-11,0.8964775356769911,0.060193084837138186,8.083466508187176e-06
star4,39120.0,1.45,0.31622776601683794,13.844477018044563,4.378008039087686,4,740,1.7694652811982337e-10,1.936228954946273e-12,1.8475176943866245e-10,0.7073838878514531,0.12937062452102427,8.083466508187176e-06
square,39120.0,1.45,0.31622776601683794,10.547470907508398,3.335403162208971,4,842,1.0846242880484082e-10,-2.5224267119483557e-13,1.0972911468343227e-10,0.8885694156001817,0.09856153444252741,8.083466508187176e-06
single,39120.0,1.45,1.0,0.0,0.0,1,3,5.327290691914399e-12,5.327290691914399e-12,0.0,0.0,0.0,2.5561718770106268e-05
pair,39120.0,1.45,1.0,0.0,0.0,2,10,7.29690832684177e-12,4.153566379727636e-12,7.887024366937112e-13,0.9996335381662654,0.0,2.5561718770032467e-05
path3,39120.0,1.45,1.0,3.3409287995513064,3.3409287995513064,3,94,1.3841473576095099e-11,2.8610003255380434e-11,2.602362769721367e-12,0.939316697123059,0.03121952853151142,2.5561718770172865e-05
triangle,39120.0,1.45,1.0,6.62036604277898,6.62036604277898,3,127,1.9920777068191145e-11,-3.375077994860476e-13,2.028244239227206e-11,0.936347495817445,0.06186444518022411,2.5561718769970092e-05
path4,39120.0,1.45,1.0,3.624500933188312,3.624500933188312,4,679,1.526370741564512e-11,-2.877698079828406e-13,-5.4996007747831754e-12,0.9415521657832789,0.03386938695499875,2.5561718769970085e-05
star4,39120.0,1.45,1.0,9.153375722094907,9.153375722094907,4,740,1.1295890692748234e-10,1.1368683772161603e-12,-1.0510348147363402e-10,0.8057058990389547,0.08553432044561388,2.5561718769970085e-05
square,39120.0,1.45,1.0,5.667978558434376,5.667978558434376,4,842,3.478852518529288e-11,7.851497230149107e-13,2.6112445539183682e-11,0.9416431223337083,0.052964797798983984,2.5561718769970085e-05
single,39120.0,1.45,3.1622776601683795,0.0,0.0,1,3,8.44870079876037e-12,-2.393155118518564e-12,7.275957614183426e-12,0.0,0.0,8.082878469084509e-05
pair,39120.0,1.45,3.1622776601683795,0.0,0.0,2,10,5.479218498624876e-12,-3.022027073029676e-13,-7.339906460401835e-12,0.9990034844227775,0.0,8.082878469092066e-05
path3,39120.0,1.45,3.1622776601683795,2.6301557666190325,8.317282823542405,3,94,1.78859044516982e-11,4.270361841918202e-12,-1.6825651982799172e-11,0.9507904690888928,0.02457766325714187,8.082878469095693e-05
triangle,39120.0,1.45,3.1622776601683795,4.856527715817575,15.357689101718487,3,127,8.266002244845681e-12,7.105427357601002e-13,-1.5916157281026244e-12,0.9508913619258041,0.045382142120253155,8.082878469090627e-05
path4,39120.0,1.45,3.1622776601683795,2.59252062032977,8.198270041194702,4,679,4.405058628296968e-11,-4.618527782440651e-13,1.7912782368512126e-11,0.9566521723270608,0.02422597916163565,8.082878469090625e-05
star4,39120.0,1.45,3.1622776601683795,7.104122928071119,22.465209230529275,4,740,8.141025548816561e-11,9.663381206337363e-13,-8.15418843558291e-11,0.845790183488168,0.06638494315826515,8.082878469090627e-05
square,39120.0,1.45,3.1622776601683795,3.7759073484661734,11.940467454920201,4,842,6.6172084475577e-11,-7.105427357601002e-13,6.722444823026308e-11,0.9597446961964669,0.035284214143950096,8.082878469090625e-05
single,39120.0,1.45,10.0,0.0,0.0,1,3,9.945282693239977e-12,6.55586696041155e-14,-7.275957614183426e-12,0.0,0.0,0.0002555583950932805
pair,39120.0,1.45,10.0,0.0,0.0,2,10,1.951901854434514e-12,3.241851231905457e-13,-1.9753088054130785e-12,0.9970156818447976,0.0,0.00025555839509327344
path3,39120.0,1.45,10.0,2.3833158605457703,23.8331586054577,3,94,4.393287242523652e-11,6.180300715641351e-11,9.762857189343777e-12,0.9496655201988513,0.02227105154725753,0.0002555583950938086
triangle,39120.0,1.45,10.0,4.224723363286234,42.24723363286234,3,127,3.042574135826136e-11,-2.5295321393059567e-12,-2.6929569685307797e-11,0.9506043083668336,0.03947820486372284,0.00025555839509327886
path4,39120.0,1.45,10.0,2.237379195913509,22.37379195913509,4,679,8.3783289828259e-12,-3.836930773104541e-13,7.673861546209082e-12,0.9575401732489481,0.020907336802620184,0.00025555839509327886
star4,39120.0,1.45,10.0,6.294066050937637,62.94066050937637,4,740,1.2231590189372215e-10,3.410605131648481e-13,-1.1829115464934148e-10,0.8518621252450095,0.05881531348158342,0.0002555583950932788
square,39120.0,1.45,10.0,3.116320443468278,31.16320443468278,4,842,1.4229101402724894e-10,8.952838470577262e-13,1.3567102996603353e-10,0.9616991727052648,0.02912066100170358,0.00025555839509327875
single,39120.0,1.45,31.622776601683793,0.0,0.0,1,3,1.1658634071209596e-11,3.5408342924370118e-12,-7.275957614183426e-12,0.0,0.0,0.0008077002780223497
pair,39120.0,1.45,31.622776601683793,0.0,0.0,2,10,4.4341802457976896e-12,2.9594104944408173e-12,4.092726157978177e-12,0.9907753662993889,0.0,0.0008077002780222965
path3,39120.0,1.45,31.622776601683793,2.2565854879797813,71.35949876898623,3,94,1.0432565382154653e-10,6.792788553866558e-11,-2.3703705664956942e-11,0.9343706466864157,0.021086811259985246,0.0008077002780228767
triangle,39120.0,1.45,31.622776601683793,3.9303014396095115,124.28704440204778,3,127,1.7705075056523293e-11,-6.821210263296962e-13,1.8133050616597757e-11,0.9343421183696752,0.03672695986616973,0.0008077002780222592
path4,39120.0,1.45,31.622776601683793,2.084454793210339,65.91624826199954,4,679,4.73003096378749e-11,-1.0800249583553523e-12,-4.405364961712621e-11,0.945089866800441,0.019478324680537965,0.0008077002780222588
star4,39120.0,1.45,31.622776601683793,5.782071496942667,182.84515524278135,4,740,1.0638278001558479e-11,-1.5916157281026244e-12,-1.1141310096718371e-11,0.8293252128730462,0.05403094675421734,0.0008077002780222588
square,39120.0,1.45,31.622776601683793,2.8527031789054975,90.21039533744174,4,842,1.0350107275603142e-10,-1.4779288903810084e-12,1.0271605788148008e-10,0.9497333125794633,0.026657272163881716,0.0008077002780222587
single,39120.0,1.45,100.0,0.0,0.0,1,3,3.747571697410024e-12,3.743227949826178e-12,7.275957614183426e-12,0.0,0.0,0.0025497195308517018
pair,39120.0,1.45,100.0,0.0,0.0,2,10,5.9301501087612694e-12,9.64917035162216e-12,7.617018127348274e-12,0.9714874902542925,0.0,0.0025497195308517235
path3,39120.0,1.45,100.0,2.0783092880132887,207.8309288013289,3,94,5.7265302764509056e-11,5.843503458891064e-11,5.229594535194337e-12,0.8864274919382603,0.01942089760370353,0.0025497195308520878
triangle,39120.0,1.45,100.0,3.5808931416240086,358.08931416240085,3,127,2.3834780152161654e-12,-3.183231456205249e-12,-3.183231456205249e-12,0.8829363621641765,0.033461891083488834,0.002549719530851606
path4,39120.0,1.45,100.0,1.9227839233635309,192.27839233635308,4,679,4.927071383918402e-11,3.410605131648481e-13,-4.75210981676355e-11,0.9039266677903306,0.01796758062193393,0.002549719530851606
star4,39120.0,1.45,100.0,4.974788732006295,497.4788732006295,4,740,2.0208139557419562e-11,0.0,-1.9326762412674725e-11,0.7576970446367124,0.046487239951044486,0.0025497195308516064
square,39120.0,1.45,100.0,2.6228355886165833,262.2835588616583,4,842,1.1421024976897757e-10,2.2737367544323206e-13,-1.1732481652870774e-10,0.9091276496979782,0.024509259373310423,0.0025497195308516055
single,39120.0,1.45,316.22776601683796,0.0,0.0,1,3,6.463783950574465e-12,-3.3377745012330706e-12,7.275957614183426e-12,0.0,0.0,0.008018712334584288
pair,39120.0,1.45,316.22776601683796,0.0,0.0,2,10,6.1245098454089e-12,-9.094947017729282e-12,-7.275957614183426e-12,0.9146304683634077,0.0,0.008018712334584267
path3,39120.0,1.45,316.22776601683796,1.6889468895241315,534.0919017953033,3,94,1.066816675548396e-11,4.092726157978177e-12,1.1368683772161603e-11,0.7665990816651953,0.015782475105472697,0.008018712334584403
triangle,39120.0,1.45,316.22776601683796,2.8688674999823913,907.2155605177426,3,127,1.4780334888374354e-11,9.094947017729282e-13,-2.091837814077735e-11,0.7573943578230141,0.026808320723533507,0.008018712334584375
path4,39120.0,1.45,316.22776601683796,1.5911890096023595,503.1781458170991,4,679,1.2805490836321871e-11,4.774847184307873e-12,1.0686562745831907e-11,0.7975151617578593,0.014868970177751382,0.008018712334584375
star4,39120.0,1.45,316.22776601683796,3.491310562409667,1104.0493396217992,4,740,3.953832127691051e-11,2.7284841053187847e-12,6.093614501878619e-11,0.6108214999934877,0.03262478079000973,0.008018712334584373
square,39120.0,1.45,316.22776601683796,2.1855302541021273,691.125349816928,4,842,7.042598549612349e-11,5.4569682106375694e-12,-4.501998773775995e-11,0.8038773878160438,0.020422830961449576,0.008018712334584371
single,39120.0,1.45,1000.0,0.0,0.0,1,3,4.1247838478142285e-12,4.0820680169417756e-12,7.275957614183426e-12,0.0,0.0,0.024925224327019047
pair,39120.0,1.45,1000.0,0.0,0.0,2,10,7.437886461250653e-12,-7.901235221652314e-12,-2.7284841053187847e-12,0.7680862426258105,0.0,0.024925224327018845
path3,39120.0,1.45,1000.0,1.0318335906477758,1031.8335906477757,3,94,8.218445170061426e-11,8.549250196665525e-11,1.4551915228366852e-11,0.5559931827988325,0.0096420367380399,0.024925224327019716
triangle,39120.0,1.45,1000.0,1.724666967554713,1724.666967554713,3,127,1.2749419197609046e-11,-6.366462912410498e-12,-3.001332515850663e-11,0.5473310815105673,0.01611626372001389,0.024925224327018946
path4,39120.0,1.45,1000.0,1.0096813787954049,1009.681378795405,4,679,7.981421153522863e-11,-9.549694368615746e-12,5.3660187404602766e-11,0.598138961678721,0.009435033939871385,0.02492522432701894
star4,39120.0,1.45,1000.0,1.7327063244055203,1732.7063244055203,4,740,4.43229106616868e-11,-1.546140993013978e-11,0.0,0.4257016635324447,0.01619138801797377,0.024925224327018942
square,39120.0,1.45,1000.0,1.415941208772001,1415.941208772001,4,842,5.913983681386771e-11,-2.637534635141492e-11,2.4556356947869062e-11,0.6065254587783597,0.013231355596126666,0.024925224327018936
single,39120.0,1.45,3162.2776601683795,0.0,0.0,1,3,6.136351425406314e-12,1.4992451724538114e-12,-7.275957614183426e-12,0.0,0.0,0.07478967158733207
pair,39120.0,1.45,3162.2776601683795,0.0,0.0,2,10,7.89149282306986e-12,-5.9117155615240335e-12,-1.0913936421275139e-11,0.4936693484269777,0.0,0.07478967158733196
path3,39120.0,1.45,3162.2776601683795,0.40033155056012615,1265.959518996855,3,94,4.023708462113631e-11,7.73070496506989e-12,-2.000888343900442e-11,0.3310082020231993,0.0037409244599940815,0.07478967158733218
triangle,39120.0,1.45,3162.2776601683795,0.6750615637464779,2134.7321022738192,3,127,2.0858334429001713e-11,1.546140993013978e-11,4.3655745685100555e-11,0.33680686709983737,0.006308157106994406,0.07478967158733205
path4,39120.0,1.45,3162.2776601683795,0.413292573636754,1306.9458727250021,4,679,8.262704156063887e-11,3.2741809263825417e-11,-8.36735125631094e-11,0.36354289391260197,0.0038620395911534563,0.07478967158733205
star4,39120.0,1.45,3162.2776601683795,0.578614865815062,1829.7408640082954,4,740,6.980105712492415e-11,4.274625098332763e-11,-1.8189894035458565e-12,0.27130163419864617,0.005406904605481045,0.07478967158733205
square,39120.0,1.45,3162.2776601683795,0.6039635940562343,1909.9005810390338,4,842,5.744430352911655e-11,1.1823431123048067e-11,2.091837814077735e-11,0.375214468288732,0.005643777460929431,0.07478967158733205
single,39120.0,1.45,10000.0,0.0,0.0,1,3,1.3056546211962962e-11,4.348521542851813e-12,-7.275957614183426e-12,0.0,0.0,0.2035830618892509
pair,39120.0,1.45,10000.0,0.0,0.0,2,10,1.356543320020737e-11,-9.094947017729282e-13,7.275957614183426e-12,0.19983679667926896,0.0,0.2035830618892508
path3,39120.0,1.45,10000.0,0.08336492708830506,833.6492708830507,3,94,1.6744844850821034e-11,5.4569682106375694e-12,-3.2741809263825417e-11,0.15952640152575776,0.0007790090349210065,0.20358306188925088
triangle,39120.0,1.45,10000.0,0.15096593918590667,1509.6593918590668,3,127,1.7462574353677146e-11,3.2741809263825417e-11,0.0,0.17903138449349074,0.0014107111311515406,0.20358306188925085
path4,39120.0,1.45,10000.0,0.0936679248352206,936.679248352206,4,679,8.325656143316728e-11,-5.002220859751105e-12,-1.0231815394945443e-10,0.17195261468196954,0.000875286073862508,0.20358306188925085
star4,39120.0,1.45,10000.0,0.12079073644881923,1207.9073644881923,4,740,3.262928310786958e-11,-1.546140993013978e-11,-4.547473508864641e-11,0.14294668030159624,0.0011287369678707841,0.20358306188925082
square,39120.0,1.45,10000.0,0.1471175157999832,1471.175157999832,4,842,8.732611860740531e-11,-6.639311322942376e-11,5.729816621169448e-11,0.18678075815286294,0.0013747492861343846,0.20358306188925082
